CRIMETYPE,DATETIME,CASENUMBER,DESCRIPTION,POLICEBEAT,ADDRESS,CITY,STATE,Location
,05/25/2025 10:15:00 AM,25-907087,BURGLARY-AUTO,12X,5004 TELEGRAPH AVE,Oakland,CA,POINT (-122.26247 37.83656)
GRAND THEFT,04/11/2025 08:11:59 AM,25-016099,GRAND THEFT:MONEY/LABOR/PROPERTY  OVER $400,13Z,7270 SAYRE DR,Oakland,CA,POINT (-122.19342 37.8352)
KIDNAPPING,05/04/2025 02:00:00 PM,25-019687,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",19X,1534 11TH AV,Oakland,CA,POINT (-122.24738 37.79238)
PETTY THEFT,04/10/2025 03:00:00 PM,25-016483,THEFT,04X,1461 ALICE ST,Oakland,CA,POINT (-122.26579 37.80345)
,03/27/2025 05:11:00 PM,25-905228,VANDALISM,27X,1630 HIGH ST,Oakland,CA,POINT (-122.21251 37.77346)
STOLEN VEHICLE,03/20/2025 07:00:00 PM,25-012590,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,26Y,6741 EASTLAWN ST,Oakland,CA,POINT (-122.19511 37.75889)
STOLEN VEHICLE,04/28/2025 08:00:00 PM,25-019172,VEHICLE THEFT - AUTO,26Y,80TH AV & B ST,Oakland,CA,POINT (-122.18377 37.75535)
ROBBERY,04/18/2025 04:52:00 PM,25-017260,ROBBERY-FIREARM,25X,3701 GREEN ACRE RD,Oakland,CA,POINT (-122.19099 37.78677)
VANDALISM,05/18/2025 02:16:00 PM,25-022749,STALKING-MISD,30Y,2755 74TH AV,Oakland,CA,POINT (-122.17178 37.76833)
PETTY THEFT,05/26/2025 03:00:00 AM,25-023672,THEFT,77X,6799 SKYVIEW DR,Oakland,CA,POINT (-122.16117 37.77934)
,05/22/2025 08:00:00 AM,25-906730,ATTEMPT VEHICLE THEFT-AUTO,03X,420 13TH,Oakland,CA,POINT (-122.27101 37.80338)
STOLEN VEHICLE,04/16/2025 07:00:00 PM,25-017024,VEHICLE THEFT - AUTO,10X,1086 67TH ST,Oakland,CA,POINT (-122.28486 37.84996)
STOLEN VEHICLE,05/12/2025 09:00:00 AM,25-021046,VEHICLE THEFT - AUTO,19X,37 8TH AV,Oakland,CA,POINT (-122.25928 37.78734)
,05/04/2025 08:00:00 PM,25-904460,BURGLARY-AUTO,04X,1520 LAKESIDE DRIVE,Oakland,CA,POINT (-122.26149 37.80237)
DOMESTIC VIOLENCE,06/03/2025 01:01:00 AM,25-024195,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,04X,500 18TH ST,Oakland,CA,POINT (-122.27023 37.80765)
PETTY THEFT,04/28/2025 12:00:00 PM,25-018984,THEFT,15X,2200 LAKESHORE AV,Oakland,CA,POINT (-122.25048 37.80538)
STOLEN AND RECOVERED VEHICLE,04/17/2025 05:10:00 AM,25-903741,ATTEMPT VEHICLE THEFT-AUTO,14X,299 EUCLID AV,Oakland,CA,POINT (-122.25289 37.81412)
MISDEMEANOR ASSAULT,04/23/2025 11:43:00 AM,25-018075,BATTERY,26Y,65TH AV & FENHAM ST,Oakland,CA,POINT (-122.19823 37.76037)
ROBBERY,04/20/2025 07:10:00 PM,25-017555,ATTEMPTED ROBBERY-STRONG-ARM,26X,50TH AV & INTERNATIONAL BLVD,Oakland,CA,POINT (-122.20874 37.76935)
FELONY ASSAULT,04/04/2025 05:00:00 PM,25-015050,VANDALISM:DAMAGE PROPERTY,08X,2255 TELEGRAPH AV,Oakland,CA,POINT (-122.26923 37.81225)
,06/09/2025 10:25:00 PM,25-907273,BURGLARY-AUTO,03X,721 MADISON ST,Oakland,CA,POINT (-122.2668 37.79713)
THREATS,03/18/2025 02:30:00 PM,25-012290,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,21X,2702 E 20TH ST,Oakland,CA,POINT (-122.22747 37.78493)
WEAPONS,05/28/2025 08:41:00 AM,25-023249,PROHIBITED POSSESS AMMUNITION OR RELOADED AMMUNITION,31Y,HEGENBERGER LOOP & CAIRO RD,Oakland,CA,POINT (-122.19591 37.73463)
ROBBERY,04/01/2025 03:16:00 PM,25-014556,ROBBERY-FIREARM,15X,226 ATHOL AV,Oakland,CA,POINT (-122.25153 37.80068)
BURG - AUTO,03/19/2025 11:00:00 PM,25-902430,BURGLARY-AUTO,77X,43RD ST,Oakland,CA,
BURG - COMMERCIAL,05/26/2025 05:27:00 AM,25-022944,BURGLARY-FORCIBLE ENTRY,26X,6401 SAN LEANDRO ST,Oakland,CA,POINT (-122.20322 37.75782)
,06/13/2025 08:00:00 AM,25-025830,STALKING-MISD,15X,200 WAYNE AVE,Oakland,CA,POINT (-122.25252 37.80115)
MISDEMEANOR ASSAULT,04/21/2025 05:40:00 PM,25-017687,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,16Y,4347 LEACH AV,Oakland,CA,POINT (-122.22222 37.8092)
MISDEMEANOR ASSAULT,05/12/2025 08:34:00 PM,25-021011,EXHIBIT FIREARM,35X,8806 HILLSIDE ST,Oakland,CA,POINT (-122.16361 37.75624)
PETTY THEFT,06/01/2025 09:30:00 PM,25-023882,SHOPLIFTING-COMMERCIAL ESTABLISHMENT WITH INTENT WHERE VALUE DOES NOT EXCEED $950,23X,3432 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.22331 37.7764)
THREATS,04/01/2025 12:00:00 AM,25-018700,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,18Y,2829 22ND AV,Oakland,CA,POINT (-122.22762 37.79516)
WEAPONS,05/14/2025 12:39:00 AM,25-021192,CARRY CONCEALED WEAPON IN VEHICLE,31Y,200 HEGENBERGER RD,Oakland,CA,POINT (-122.19899 37.73072)
DOMESTIC VIOLENCE,06/11/2025 09:00:00 PM,25-025493,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,24X,2337 RANSOM AV,Oakland,CA,POINT (-122.21073 37.78427)
PETTY THEFT,04/19/2025 05:23:00 PM,25-905801,MAIL/ETC THEFT/ETC,01X,121 EMBARCADERO WEST,Oakland,CA,POINT (-122.27134 37.793074)
PETTY THEFT,04/13/2025 06:00:00 PM,25-016596,TRESPASS:OCCUPY PROPERTY W/O CONSENT,13Z,6235 LA SALLE AV,Oakland,CA,POINT (-122.20892 37.82704)
FELONY ASSAULT,04/10/2025 02:18:00 AM,25-015907,SHOOT AT UNOCCUPIED DWELLING/VEHICLE/ETC,18X,1714 E 21ST ST,Oakland,CA,POINT (-122.23791 37.79248)
DOMESTIC VIOLENCE,04/25/2025 11:45:00 AM,25-018392,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,17X,421 E 18TH ST,Oakland,CA,POINT (-122.25049 37.79869)
STOLEN VEHICLE,05/02/2025 01:00:00 PM,25-019553,VEHICLE THEFT - AUTO,30X,1634 72ND AV,Oakland,CA,POINT (-122.1861 37.76109)
FELONY ASSAULT,04/11/2025 08:45:00 PM,25-016204,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,33X,8731 D ST,Oakland,CA,POINT (-122.18065 37.74892)
STOLEN VEHICLE,03/18/2025 11:30:00 PM,25-012428,SC STOLEN VEHICLE - AUTO,10Y,943 53RD ST,Oakland,CA,POINT (-122.2751 37.83724)
FORCIBLE RAPE,06/09/2025 06:27:00 PM,25-025160,SEXUAL PENETRATION W/FOREIGN OBJECT W/FORCE,03Y,509 8TH ST,Oakland,CA,POINT (-122.27527 37.80078)
BURG - AUTO,04/25/2025 01:25:00 PM,25-903809,BURGLARY-AUTO,15X,LAKESHORE AV & MACARTHUR BLVD,Oakland,CA,POINT (-122.2468 37.80952)
NARCOTICS,05/12/2025 12:17:00 AM,25-020898,TRANSPORT/SELL NARCOTIC/CONTROLLED SUBSTANCE,34X,8500 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.17721 37.75353)
GRAND THEFT,03/23/2025 02:00:00 PM,25-902555,GRAND THEFT,23X,3301 E 12TH ST,Oakland,CA,POINT (-122.22459 37.7762)
OTHER,04/23/2025 09:21:00 PM,25-018161,VIOLATE COURT ORDER TO PREVENT DOMESTIC VIOLENCE,30Y,2628 74TH AV,Oakland,CA,POINT (-122.17439 37.76667)
STOLEN VEHICLE,04/06/2025 03:00:00 AM,25-015332,VEHICLE THEFT - AUTO,17X,1330 E 20TH ST,Oakland,CA,POINT (-122.24117 37.79339)
,05/14/2025 10:30:00 AM,25-906617,FORGERY,,2677 CLAYTON RD,Oakland,CA,POINT (-122.02774 37.9758)
PETTY THEFT,04/05/2025 03:20:00 PM,25-015177,SHOPLIFT,12Y,5110 TELEGRAPH AV,Oakland,CA,POINT (-122.26231 37.83747)
EMBEZZLEMENT,05/15/2025 10:14:00 AM,25-021444,ELDER ABUSE BY THEFT OR EMBEZZLEMENT,29X,2811 69TH AV,Oakland,CA,POINT (-122.17587 37.76987)
PETTY THEFT,04/29/2025 07:30:00 PM,25-019107,THEFT,07X,3105 CHESTNUT ST,Oakland,CA,POINT (-122.28019 37.82272)
DISORDERLY CONDUCT,05/11/2025 08:14:00 PM,25-020866,DISTURB THE PEACE,06X,3325 WEST ST,Oakland,CA,POINT (-122.2726 37.82376)
BURG - AUTO,03/21/2025 12:40:00 AM,25-902452,BURGLARY-AUTO,09X,3950 BROADWAY,Oakland,CA,POINT (-122.2568 37.82738)
ROBBERY,04/02/2025 12:30:00 AM,25-014629,BATTERY,27X,1800 51ST AV,Oakland,CA,POINT (-122.20513 37.77191)
BURG - AUTO,03/25/2025 10:30:00 AM,25-902646,BURGLARY-AUTO,27X,1630 HIGH ST,Oakland,CA,POINT (-122.21251 37.77346)
,05/07/2025 01:50:00 PM,25-905935,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,12Y,5458 SHAFTER AVE,Oakland,CA,POINT (-122.25335 37.8428)
WEAPONS,04/22/2025 08:00:00 PM,25-017981,CARRY LOADED FIREARM:UNLAWFUL/PROHIBATED POSSESSION,21X,26TH AV & E 24TH ST,Oakland,CA,POINT (-122.22537 37.7884)
PETTY THEFT,04/21/2025 07:50:00 AM,25-017648,THEFT:PERSONAL PROPERTY,25X,3420 35TH AV,Oakland,CA,POINT (-122.2026 37.79243)
,05/14/2025 08:00:00 AM,25-906633,GRAND THEFT,03X,238 13TH ST,Oakland,CA,POINT (-122.26612 37.80179)
,05/23/2025 01:10:00 AM,25-906747,BURGLARY-AUTO,03X,1225 WEBSTER ST,Oakland,CA,POINT (-122.26962 37.80266)
,06/04/2025 05:30:00 PM,25-907061,VANDALISM,,GRANDE VISTA,Oakland,CA,
STOLEN VEHICLE,04/25/2025 10:47:00 AM,25-018540,VEHICLE THEFT - AUTO,02X,737 2ND ST,Oakland,CA,POINT (-122.28292 37.79864)
STOLEN VEHICLE,03/20/2025 09:00:00 AM,25-012537,VEHICLE THEFT - AUTO,08X,509 SYCAMORE ST,Oakland,CA,POINT (-122.26851 37.81512)
STOLEN VEHICLE,04/03/2025 07:34:00 AM,25-014833,THEFT,22Y,3214 KANSAS ST,Oakland,CA,POINT (-122.20164 37.79675)
BURG - AUTO,05/01/2025 04:25:00 PM,25-905632,BURGLARY-AUTO,77X,COOLIDGE AV,Oakland,CA,
VANDALISM,04/11/2025 02:18:00 AM,25-903470,VANDALISM,17Y,2441 9TH AV,Oakland,CA,POINT (-122.24056 37.79989)
DOMESTIC VIOLENCE,05/23/2025 12:37:00 PM,25-022591,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,17X,400 E 18TH ST,Oakland,CA,POINT (-122.25098 37.79911)
,06/01/2025 12:30:00 PM,25-906786,BURGLARY-AUTO,12X,4812 SHATTUCK AVE,Oakland,CA,POINT (-122.26386 37.83536)
DOMESTIC VIOLENCE,04/27/2025 09:00:00 PM,25-018716,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,19X,398 9TH AV,Oakland,CA,POINT (-122.25494 37.78789)
FELONY ASSAULT,03/21/2025 09:15:00 PM,25-012765,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,26Y,7425 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.18606 37.7587)
HOMICIDE,04/08/2025 05:22:00 AM,25-015584,SC UNEXPLAINED DEATH,25Y,6109 RIDGEMONT DR,Oakland,CA,POINT (-122.16809 37.78621)
GRAND THEFT,04/03/2025 12:45:00 PM,25-014882,GRAND THEFT,09X,1982 PLEASANT VALLEY AV,Oakland,CA,POINT (-122.2496 37.83326)
DISORDERLY CONDUCT,04/28/2025 07:23:00 AM,25-018833,DISTURB THE PEACE,24X,1995 38TH AV,Oakland,CA,POINT (-122.21499 37.78023)
FELONY ASSAULT,03/31/2025 09:00:00 PM,25-014291,SHOOT AT INHABITED DWELLING/VEHICLE/ETC,07X,2823 LINDEN ST,Oakland,CA,POINT (-122.27991 37.82031)
WEAPONS,03/17/2025 03:39:00 PM,25-012111,CARRY LOADED FIREARM IN PUBLIC UNDER SPEC CIRCUMSTANCES,21Y,2681 FRUITVALE AV,Oakland,CA,POINT (-122.22042 37.79038)
OTHER,04/14/2025 09:32:00 AM,25-016563,CONTEMPT OF COURT:DISOBEY COURT ORDER/ETC,04X,1441 FRANKLIN ST,Oakland,CA,POINT (-122.26996 37.80442)
PETTY THEFT,03/20/2025 05:18:00 PM,25-012581,THEFT,12Y,5933 COLLEGE AV,Oakland,CA,POINT (-122.2521 37.84768)
WEAPONS,05/04/2025 08:45:00 PM,25-019737,CARRY LOADED FIREARM IN PUBLIC UNDER SPEC CIRCUMSTANCES,32Y,10600 MACARTHUR BLVD,Oakland,CA,POINT (-122.15225 37.74274)
STOLEN VEHICLE,06/07/2025 11:30:00 PM,25-024935,VEHICLE THEFT - AUTO,30X,7234 FAVOR ST,Oakland,CA,POINT (-122.18403 37.7617)
PETTY THEFT,03/30/2025 03:31:00 PM,25-014103,THEFT,33X,1335 98TH AV,Oakland,CA,POINT (-122.17115 37.74407)
FELONY ASSAULT,04/05/2025 12:18:00 AM,25-015095,ASSAULT WITH FIREARM ON PERSON,24Y,3498 DAVIS ST,Oakland,CA,POINT (-122.21409 37.78594)
FELONY ASSAULT,04/15/2025 10:21:00 PM,25-016811,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,26X,1300 52ND AV,Oakland,CA,POINT (-122.20805 37.76758)
,05/10/2025 01:30:00 AM,25-905138,BURGLARY-AUTO,,6956 RIDGEWOOD DRIVE,Oakland,CA,POINT (-122.19803 37.83792)
STOLEN VEHICLE,04/27/2025 07:00:00 PM,25-018728,VEHICLE THEFT - AUTO,24X,2189 SANTA RITA ST,Oakland,CA,POINT (-122.2122 37.78387)
,04/19/2025 06:10:00 PM,25-906123,BURGLARY-AUTO,,550 TENTH ST,Oakland,CA,POINT (-122.27425 37.80208)
ROBBERY,05/05/2025 11:50:00 PM,25-019768,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",19X,506 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.25326 37.7957)
,06/13/2025 11:00:00 AM,25-025708,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,02X,1050 7TH ST,Oakland,CA,POINT (-122.28637 37.80378)
ARSON,04/28/2025 06:40:00 PM,25-018847,ARSON:INHABITED STRUCTURE/PROPERTY,03X,125 14TH ST,Oakland,CA,POINT (-122.26348 37.80129)
RECOVERED O/S STOLEN,05/02/2025 01:57:00 AM,25-019341,VEHICLE THEFT - AUTO,29X,6317 MAJESTIC AV,Oakland,CA,POINT (-122.17784 37.77589)
ROBBERY,05/27/2025 08:21:00 PM,25-023196,ASSAULT WITH FIREARM ON PERSON,33X,8201 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.17908 37.75535)
PETTY THEFT,05/04/2025 08:10:00 AM,25-019653,VIOLATION OF PROBATION-FELONY,30Y,7200 BANCROFT AV,Oakland,CA,POINT (-122.17847 37.76735)
VANDALISM,04/20/2025 06:00:00 AM,25-017488,VANDALISM,26Y,1010 76TH AV,Oakland,CA,POINT (-122.19073 37.75431)
DOMESTIC VIOLENCE,04/19/2025 02:49:00 PM,25-017404,MISD-INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT/DATNG RELATNSHP,26Y,1150 65TH AV,Oakland,CA,POINT (-122.19779 37.7607)
FELONY ASSAULT,03/17/2025 08:12:00 PM,25-012141,VANDALISM:DAMAGE PROPERTY,02Y,301 PERALTA ST,Oakland,CA,POINT (-122.30015 37.80358)
OTHER,06/06/2025 03:40:00 PM,25-024768,VANDALISM-$400+,22X,4035 LINCOLN AV,Oakland,CA,POINT (-122.20908 37.80472)
FORCIBLE RAPE,04/27/2025 11:00:00 PM,25-018750,SC RAPE,12Y,6039 CLAREMONT AV,Oakland,CA,POINT (-122.25343 37.84801)
NARCOTICS,06/06/2025 08:45:00 AM,25-024655,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,12Y,5500 TELEGRAPH AV,Oakland,CA,POINT (-122.26167 37.84039)
HOMICIDE,05/09/2025 02:16:00 PM,25-020441,SC UNEXPLAINED DEATH,17Y,2501 IVY DR,Oakland,CA,POINT (-122.24183 37.80156)
RECOVERED O/S STOLEN,04/04/2025 08:30:00 AM,25-014980,VEHICLE THEFT - AUTO,26X,1025 47TH AV,Oakland,CA,POINT (-122.21369 37.76857)
OTHER,06/01/2025 10:11:00 PM,25-024010,SC DISTURBANCE,31Y,8452 EDES AV,Oakland,CA,POINT (-122.19377 37.74094)
VANDALISM,03/24/2025 06:20:00 PM,25-902703,VANDALISM,03X,631 OAK ST,Oakland,CA,POINT (-122.26598 37.79609)
BURG - AUTO,05/11/2025 11:00:00 AM,25-021348,BURGLARY-AUTO,03X,100 5TH ST,Oakland,CA,POINT (-122.26756 37.79516)
VANDALISM,04/01/2025 05:00:00 PM,25-014839,VANDALISM-$400+,17X,1144 FOOTHILL BLVD,Oakland,CA,POINT (-122.24632 37.79207)
STOLEN VEHICLE,05/02/2025 08:30:00 PM,25-022431,VEHICLE THEFT - AUTO,30Y,7809 MICHIGAN AV,Oakland,CA,POINT (-122.16327 37.7691)
STOLEN VEHICLE,04/17/2025 11:00:00 PM,25-016395,VEHICLE THEFT - AUTO,09X,777 KINGSTON AV,Oakland,CA,POINT (-122.2489 37.82408)
STOLEN VEHICLE,05/01/2025 03:00:00 PM,25-019305,VEHICLE THEFT - AUTO,30Y,7800 MACARTHUR BLVD,Oakland,CA,POINT (-122.16795 37.76648)
,04/29/2025 04:50:00 PM,25-906324,VANDALISM,04X,2234 WEBSTER ST,Oakland,CA,POINT (-122.26548 37.81111)
RECOVERED O/S STOLEN,04/16/2025 01:03:00 PM,25-016906,POSS STOLEN VEH/VES/ETC,77X,1000 E 10TH ST,Oakland,CA,POINT (-122.28416 37.80595)
,05/24/2025 11:05:00 AM,25-906765,ANNOYING TELEPHONE CALL:OBSCENE/THREATENING,,MEAD AVE,Oakland,CA,
WEAPONS,05/04/2025 08:45:00 PM,25-019737,MFG/SALE/POSSESS/ETC LEAD CANE/BILLY/ECT,32Y,10600 MACARTHUR BLVD,Oakland,CA,POINT (-122.15225 37.74274)
,06/10/2025 06:00:00 AM,25-025218,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,18Y,1725 E 22ND ST,Oakland,CA,POINT (-122.23706 37.7932)
FELONY ASSAULT,04/27/2025 01:30:00 AM,25-018604,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM,19X,1400 E 12TH ST,Oakland,CA,POINT (-122.2465 37.78844)
MISDEMEANOR ASSAULT,04/29/2025 10:59:00 AM,25-018937,INFLICT CRPL INJ SP/COHAB,28X,5470 CAMDEN ST,Oakland,CA,POINT (-122.18845 37.77798)
MISDEMEANOR ASSAULT,04/08/2025 08:00:00 PM,25-015704,BATTERY,23X,3432 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.22331 37.7764)
STOLEN VEHICLE,05/29/2025 06:30:00 PM,25-023709,VEHICLE THEFT - AUTO,03Y,1389 JEFFERSON ST,Oakland,CA,POINT (-122.27476 37.80628)
DISORDERLY CONDUCT,06/09/2025 01:21:00 PM,25-025411,ANNOYING TELEPHONE CALL:OBSCENE/THREATENING,28X,2657 MAXWELL AV,Oakland,CA,POINT (-122.1974 37.77794)
,03/25/2025 02:01:00 PM,25-905546,VANDALISM,27X,2028 46TH AVE,Oakland,CA,POINT (-122.2084 37.77521)
STOLEN VEHICLE,04/21/2025 07:00:00 PM,25-018024,VEHICLE THEFT - AUTO,31Y,673 S ELMHURST AV,Oakland,CA,POINT (-122.18502 37.73862)
DISORDERLY CONDUCT,05/19/2025 03:34:00 PM,25-022028,DISTURB THE PEACE,27Y,50TH AV & BANCROFT AV,Oakland,CA,POINT (-122.2069 37.77202)
STOLEN VEHICLE,04/09/2025 10:00:00 PM,25-015932,VEHICLE THEFT - AUTO,02X,8TH ST & MANDELA PKWY,Oakland,CA,POINT (-122.29321 37.80606)
FELONY ASSAULT,03/28/2025 03:35:00 AM,25-013745,PROHIBITED POSSESS AMMUNITION OR RELOADED AMMUNITION,27Y,1428 57TH AV,Oakland,CA,POINT (-122.20092 37.76659)
DOMESTIC VIOLENCE,05/25/2025 10:51:00 PM,25-022919,VANDALISM:DAMAGE PROPERTY,21X,2524 25TH AV,Oakland,CA,POINT (-122.22533 37.79028)
,06/14/2025 03:00:00 PM,25-025857,PROHIBITED POSSESS AMMUNITION OR RELOADED AMMUNITION,18X,1701 E 19TH ST,Oakland,CA,POINT (-122.23993 37.7909)
ROBBERY,06/09/2025 02:00:00 AM,25-025033,CARJACKING WITH OTHER DANGEROUS WEAPON,18X,1798 FOOTHILL BLVD,Oakland,CA,POINT (-122.24064 37.78881)
,05/13/2025 02:50:00 AM,25-905115,BURGLARY-AUTO,23X,1461 34TH AVE,Oakland,CA,POINT (-122.22331 37.77774)
OTHER,05/10/2025 09:05:00 PM,25-020729,SC UNEXPLAINED DEATH,28X,3409 WYMAN ST,Oakland,CA,POINT (-122.18864 37.78176)
STOLEN VEHICLE,05/30/2025 11:00:00 PM,25-023783,VEHICLE THEFT - AUTO,09X,121 ECHO AV,Oakland,CA,POINT (-122.24761 37.82689)
MISDEMEANOR ASSAULT,05/26/2025 09:36:00 PM,25-023049,SC BRANDISHING,26X,806 52ND AV,Oakland,CA,POINT (-122.21137 37.76488)
FELONY ASSAULT,03/19/2025 11:06:00 PM,25-012475,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,33X,8300 AMELIA ST,Oakland,CA,POINT (-122.18736 37.74995)
,06/10/2025 02:19:00 PM,25-907280,BURGLARY-AUTO,,31 WEBSTER ST,Oakland,CA,POINT (-122.274444 37.794261)
PETTY THEFT,03/29/2025 08:00:00 AM,25-013930,PETTY THEFT:$50-,02X,MAGNOLIA ST & 5TH ST,Oakland,CA,POINT (-122.28959 37.80318)
FELONY ASSAULT,04/26/2025 11:00:00 AM,25-018521,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM,25Y,625 CANYON OAKS DR,Oakland,CA,POINT (-122.14546 37.77395)
VANDALISM,05/31/2025 03:18:00 AM,25-023764,VANDALISM,27Y,1459 SEMINARY AV,Oakland,CA,POINT (-122.19835 37.76595)
THREATS,05/18/2025 12:07:00 PM,25-021814,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,19X,506 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.25326 37.7957)
PETTY THEFT,05/19/2025 06:00:00 PM,25-022195,THEFT,17X,1734 8TH AV,Oakland,CA,POINT (-122.24802 37.7959)
STOLEN VEHICLE,05/03/2025 08:00:00 AM,25-019580,VEHICLE THEFT - AUTO,33X,1239 84TH AV,Oakland,CA,POINT (-122.18028 37.75287)
STOLEN VEHICLE,04/16/2025 06:31:00 PM,25-016966,POSS STOLEN VEH/VES/ETC,30X,6937 LOCKWOOD ST,Oakland,CA,POINT (-122.18266 37.76463)
NARCOTICS,04/24/2025 11:30:00 AM,25-018228,EMPLOYER NOT KEEP EMPLOYMENT RECORDS,32X,10329 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.16737 37.74016)
BURG - RESIDENTIAL,05/29/2025 08:00:00 AM,25-023510,BURGLARY-FORCIBLE ENTRY,29X,2850 55TH AV,Oakland,CA,POINT (-122.19092 37.77605)
STOLEN VEHICLE,04/16/2025 04:35:00 PM,25-016948,VEHICLE THEFT - AUTO,27Y,2543 65TH AV,Oakland,CA,POINT (-122.18589 37.76856)
WEAPONS,04/30/2025 07:30:00 PM,25-019165,CARRY LOADED FIREARM IN PUBLIC UNDER SPEC CIRCUMSTANCES,02X,1000 10TH ST,Oakland,CA,POINT (-122.28416 37.80595)
,05/30/2025 10:15:00 PM,25-906852,BURGLARY-AUTO,12X,4901 CLARKE ST,Oakland,CA,POINT (-122.26116 37.83593)
,04/19/2025 10:00:00 PM,25-903955,BURGLARY-NO FORCE,21X,1900 26TH AVE,Oakland,CA,POINT (-122.22863 37.78491)
MISDEMEANOR ASSAULT,04/03/2025 11:00:00 AM,25-014921,BATTERY,05X,1919 MARKET ST,Oakland,CA,POINT (-122.28007 37.81225)
FORGERY & COUNTERFEITING,03/18/2025 05:00:00 PM,25-905678,MAKE/PASS FICTITIOUS CHECK,26X,4610 MALAT ST,Oakland,CA,POINT (-122.21969 37.76479)
,05/18/2025 07:35:00 PM,25-905618,BURGLARY-AUTO,01X,247 4TH ST,Oakland,CA,POINT (-122.27037 37.79544)
,04/21/2025 09:20:00 PM,25-906168,VANDALISM,21Y,2662 NICOL AVE,Oakland,CA,POINT (-122.21917 37.79467)
FELONY ASSAULT,06/01/2025 09:47:00 AM,25-023924,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,19X,1900 GLEASON WY,Oakland,CA,POINT (-122.23968 37.78763)
BURG - AUTO,03/29/2025 11:00:00 AM,25-903085,BURGLARY-AUTO,09X,4223 PIEDMONT AV,Oakland,CA,POINT (-122.2502 37.82854)
BURG - COMMERCIAL,06/03/2025 04:01:00 AM,25-024210,BURGLARY-FORCIBLE ENTRY,22Y,4100 REDWOOD RD,Oakland,CA,POINT (-122.18269 37.79824)
PETTY THEFT,05/27/2025 12:00:00 AM,25-023289,PETTY THEFT:$50-,15X,1021 MCKINLEY AV,Oakland,CA,POINT (-122.23797 37.80448)
,03/18/2025 07:10:00 PM,25-905441,BURGLARY-AUTO,23X,3950 ALAMEDA AVE,Oakland,CA,POINT (-122.22379 37.76815)
STOLEN VEHICLE,04/30/2025 07:30:00 PM,25-019277,VEHICLE THEFT - AUTO,10Y,808 AILEEN ST,Oakland,CA,POINT (-122.27051 37.84132)
STOLEN VEHICLE,03/17/2025 07:00:00 AM,25-012043,VEHICLE THEFT - AUTO,25X,3624 MACARTHUR BLVD,Oakland,CA,POINT (-122.19966 37.79271)
ROBBERY,05/15/2025 02:50:00 AM,25-021789,CARJACKING WITH FIREARM,26X,1066 47TH AV,Oakland,CA,POINT (-122.21293 37.76872)
DISORDERLY CONDUCT,05/28/2025 09:24:00 AM,25-023261,DISTURB THE PEACE,17X,1639 9TH AV,Oakland,CA,POINT (-122.24799 37.79459)
,05/18/2025 01:15:00 PM,25-906587,THEFT BY USE OF ACCESS CARD,,111 E 14TH ST,Oakland,CA,POINT (-122.25679 37.79836)
PETTY THEFT,06/10/2025 12:00:00 PM,25-025307,THEFT,35X,9115 LAWLOR ST,Oakland,CA,POINT (-122.15903 37.75546)
